latitude,longitude,distance_km,bearing_degrees
-30.06223034,-51.19918438,3.5463,149.902
-30.05694597,-51.23282955,2.8784,210.491
-30.01601261,-51.18509006,3.7593,56.549
-30.04050881,-51.24467556,2.6819,255.923
-30.03308678,-51.23787093,1.954,275.09
-30.02987758,-51.2332853,1.5955,289.416
-30.028302,-51.23736123,2.0243,290.399
-30.03531505,-51.22089391,0.3203,256.587
-29.99851991,-51.24794264,4.9652,324.019
-30.05436194,-51.21012751,2.3096,161.705
-30.02023426,-51.22621451,1.8024,332.796
-30.05999904,-51.23375478,3.2176,208.789
-30.01681733,-51.22500669,2.1056,340.36
-30.04237457,-51.18582121,3.1837,105.67
-30.06775365,-51.24165033,4.3468,212.093
-30.03367029,-51.23662129,1.8292,273.4
-30.03094438,-51.24238439,2.4163,279.807
-30.03344752,-51.20598628,1.1318,83.233
-30.00491777,-51.19039082,4.2226,38.462
-30.01368546,-51.24890372,3.8065,307.762
-30.03351079,-51.1901833,2.6486,87.272
-30.04604035,-51.21277059,1.3518,159.627
-30.02460115,-51.19686185,2.2933,60.846
-30.00082854,-51.20829623,3.8681,13.482
-30.00795435,-51.25651139,4.7765,308.421
-30.0270264,-51.22340243,1.0121,326.872
-30.045976,-51.1678882,4.9551,104.745
-30.06124047,-51.25522969,4.6727,230.718
-30.03721628,-51.19404801,2.2913,97.17
-30.0396766,-51.1983561,1.941,106.756
-30.06332591,-51.1999325,3.6177,151.857
-30.03287908,-51.24176134,2.3292,274.837
-30.00149405,-51.19288207,4.3922,32.913
-30.03770619,-51.2209089,0.4623,222.609
-30.05227874,-51.17122258,4.8822,113.695
-30.01692553,-51.18760812,3.5014,55.747
-30.07429711,-51.1989829,4.7625,157.825
-30.01147534,-51.25509068,4.4314,305.554
-30.02844801,-51.18286021,3.4211,78.381
-30.03047507,-51.1821312,3.4524,82.284
-30.04853832,-51.1710626,4.745,109.015
-30.0213666,-51.21775221,1.4772,359.65
-30.03847689,-51.23859815,2.0608,258.065
-30.05355828,-51.17554496,4.5679,117.429
-30.0167327,-51.17408759,4.6449,64.609
-30.0326355,-51.25231416,3.3446,273.827
-30.0471508,-51.23918999,2.4964,236.14
-30.07543921,-51.22609219,4.6092,190.144
-30.03559353,-51.21243437,0.5139,101.821
-30.07685166,-51.21747457,4.6943,179.784
-30.02654554,-51.20089892,1.8484,60.827
-30.0552953,-51.20394678,2.649,150.112
-30.03506823,-51.16776023,4.805,90.571
-30.03421655,-51.19020699,2.6438,88.969
-30.03778907,-51.23513442,1.7187,258.263
-30.03112216,-51.25128618,3.2618,276.895
-30.05282372,-51.25403729,4.0442,239.997
-30.03182468,-51.25619074,3.7236,274.827
-30.05138396,-51.22216331,1.9114,193.115
-30.05780401,-51.19548062,3.3457,140.346
-30.00528566,-51.25186273,4.6385,314.744
-29.99895748,-51.22863683,4.108,345.083
-30.06398547,-51.23574715,3.6988,208.084
-30.02015373,-51.24952833,3.4666,297.703
-30.03201573,-51.23351722,1.5549,280.846
-30.00476623,-51.22521001,3.4022,347.655
-30.06805383,-51.2018114,4.0167,157.681
-30.01891105,-51.21420169,1.7816,10.769
-30.05656338,-51.24563502,3.6329,227.848
-30.03485653,-51.20805108,0.9254,91.445
-30.02358337,-51.17393273,4.3868,73.72
-30.02274625,-51.26061344,4.3431,287.734
-30.0545826,-51.24994275,3.8182,234.49
-30.02405841,-51.23978101,2.4342,298.93
-30.00516239,-51.25494362,4.863,312.396
-30.0760172,-51.19777882,4.9836,157.422
-30.04771177,-51.21723686,1.4537,178.4
-30.02915211,-51.24922818,3.1008,281.36
-30.02542275,-51.19083699,2.7791,68.342
-30.04609106,-51.18696124,3.2181,113.307
-30.06411689,-51.24346458,4.113,217.155
-30.00976712,-51.20829557,2.9105,18.049
-30.05620604,-51.19057601,3.5425,132.609
-30.02171409,-51.22635864,1.6647,329.78
-30.04460918,-51.19392534,2.5396,115.874
-30.04206175,-51.18242615,3.4912,103.672
-30.0457211,-51.16971425,4.7778,104.951
-30.04689323,-51.19154,2.86,118.448
-30.00302247,-51.23172688,3.7694,338.931
-30.05518913,-51.20540321,2.5715,152.69
-30.07742856,-51.22154677,4.7731,184.497
-30.00902998,-51.24456904,3.8516,317.705
-30.00715918,-51.18400543,4.4555,46.678
-30.04934341,-51.26583282,4.918,250.575
-30.02489356,-51.19720523,2.2486,61.159
-30.06326481,-51.22810353,3.3381,197.53
-30.07311394,-51.19181133,4.9495,149.824
-30.03094837,-51.25227432,3.3586,277.027
-30.01947812,-51.26400656,4.7715,290.696
-30.04884824,-51.25984255,4.358,248.739
-30.00059168,-51.22571663,3.8665,348.419
-29.99826493,-51.20613333,4.1961,15.341
-30.06188748,-51.19507509,3.7293,144.342
-30.05329843,-51.21467078,2.0944,172.106
-30.06569752,-51.21659356,3.4551,178.3
-30.01966547,-51.18201807,3.8152,64.111
-30.07026962,-51.18952881,4.7992,145.654
-30.00262603,-51.18819664,4.5536,38.55
-30.06450472,-51.185746,4.5242,137.234
-29.99824804,-51.19830622,4.4569,24.724
-29.99252313,-51.22123006,4.6979,355.8
-30.00423795,-51.20416928,3.6232,21.014
-30.02884963,-51.23114693,1.4501,296.399
-30.06009867,-51.17799138,4.7539,126.557
-30.04181957,-51.22724778,1.2202,229.17
-30.02612617,-51.26310712,4.4779,282.208
-30.01482216,-51.22708143,2.3845,337.629
-30.02204006,-51.22358733,1.514,337.844
-30.04308341,-51.16940034,4.7404,101.429
-30.03817806,-51.21095548,0.7555,121.322
-30.03729366,-51.20927695,0.8591,110.041
-30.02144284,-51.20196922,2.107,45.815
-30.01102184,-51.19127178,3.6554,44.046
-30.0231694,-51.21878724,1.2812,355.133
-30.04791266,-51.2378609,2.4415,232.814
-30.02710014,-51.18395323,3.3524,75.508
-30.00980997,-51.17464688,4.9789,56.31
-30.01912102,-51.18323003,3.7382,62.495
-30.02150908,-51.20779908,1.7426,33.015
-30.03571859,-51.26707969,4.7603,268.553
-30.04988291,-51.22968934,2.0527,214.352
-30.05429623,-51.24955408,3.7692,234.554
-30.0294651,-51.20899428,1.014,55.364
-30.06020883,-51.19206945,3.7621,139.096
-30.04422009,-51.25735271,3.9676,254.423
-29.99857166,-51.24154497,4.6252,330.167
-30.05308424,-51.25667083,4.2795,241.358
-30.06535873,-51.21050723,3.4846,168.606
-29.99128777,-51.22721587,4.9098,349.192
-30.03756977,-51.1714458,4.4617,94.19
-29.99475423,-51.21921957,4.4397,358.059
-30.02238179,-51.26506445,4.7645,286.626
-30.01095189,-51.25770582,4.6712,304.337
-30.00731388,-51.23165924,3.3258,336.079
-30.035225,-51.21175761,0.5718,96.456
-29.99098414,-51.21119678,4.8962,7.304
-30.03933201,-51.18940698,2.7698,100.851
-30.05672869,-51.24104055,3.3317,222.503
-30.03585043,-51.19988226,1.7169,94.476
-30.00143874,-51.20998921,3.7668,11.31
-29.99952965,-51.20132096,4.211,21.945
-30.01469826,-51.21243627,2.2751,12.772
-30.00473377,-51.19944075,3.7614,27.808
-30.01586399,-51.23072173,2.4387,328.942
-30.00387783,-51.20545539,3.6185,18.955
-30.02556044,-51.2443202,2.7592,291.481
-30.02649207,-51.25311167,3.5324,284.87
-30.07649297,-51.20532734,4.8034,165.695
-30.05104635,-51.1958387,2.7822,130.971
-30.04180178,-51.18539664,3.2067,104.377
-30.02653149,-51.18928577,2.8774,71.724
-30.01159174,-51.20487758,2.8444,25.643
-30.02342473,-51.22773154,1.5808,322.146
-30.04239797,-51.22640274,1.205,224.321
-30.02155391,-51.19173075,2.8904,59.752
-30.03923796,-51.26698643,4.7771,263.852
-30.05098714,-51.24857987,3.4881,238.59
-30.00428936,-51.21837364,3.3773,358.831
-30.01888572,-51.2516497,3.7132,298.163
-30.02242479,-51.21088328,1.5079,25.639
-30.01630865,-51.20663609,2.2994,27.495
-30.02546876,-51.21144397,1.1833,30.38
-30.04493978,-51.18100434,3.7103,107.981
-30.02877405,-51.25277041,3.4436,280.926
-30.04764988,-51.25487979,3.8647,248.014
-30.03983234,-51.20149114,1.6601,110.333
-30.0316025,-51.17892881,3.7447,84.821
-30.01942403,-51.2257091,1.8623,335.396
-30.02122326,-51.21518179,1.512,9.076
-30.05977273,-51.18238723,4.3979,129.461
-30.00833735,-51.21094796,2.9968,12.455
-30.01976263,-51.24547998,3.1494,301.706
-30.02431196,-51.25569686,3.8391,287.414
-30.05839168,-51.18631815,4.01,131.202
-30.04903247,-51.23183756,2.1033,220.469
-30.05596887,-51.23372697,2.8316,213.115
-30.00819095,-51.18109304,4.589,50.126
-30.02610317,-51.19394043,2.4737,67.414
-30.0208464,-51.23275016,2.1138,316.562
-30.0603516,-51.21321052,2.8909,171.482
-30.03704027,-51.26156233,4.2359,266.386
-30.04224898,-51.24304857,2.5868,250.915
-30.05492316,-51.24759378,3.6597,231.951
-30.05159101,-51.1787573,4.1929,116.72
-30.04067117,-51.23296309,1.6188,245.546
-30.0281799,-51.23645015,1.9473,291.674
-30.03593567,-51.24282089,2.4271,266.608
-30.07529927,-51.22646693,4.6004,190.62
-30.05726446,-51.23567282,3.0556,214.58
-30.01833838,-51.20366912,2.2595,36.603
-30.05324298,-51.17883579,4.272,118.967
-30.0069691,-51.19571096,3.7343,34.478
-30.07028233,-51.21380182,3.9809,174.649
-30.06349841,-51.24710482,4.282,221.452
-30.02222474,-51.25677188,4.0119,290.135
-30.02198376,-51.22130291,1.4516,346.008
-30.04814952,-51.18579943,3.4154,116.094
-30.03134113,-51.24706578,2.8555,277.391
-30.07397783,-51.19457409,4.9067,153.074
-30.06095474,-51.22717646,3.0662,197.387
-30.05624659,-51.20623008,2.6424,155.395
-29.99625698,-51.19481028,4.8036,27.27
-30.00610204,-51.20019938,3.5927,27.909
-30.02024942,-51.26330262,4.6781,290.007
-30.00919911,-51.25322874,4.4437,309.558
-30.02733598,-51.23215227,1.6153,300.223
-30.07521018,-51.19952053,4.8378,158.847
-30.03021386,-51.2483468,2.9959,279.466
-30.03370953,-51.19184261,2.488,87.604
-30.01422793,-51.18263428,4.0662,56.054
-30.04075432,-51.19334888,2.4373,106.189
-30.07030544,-51.21694684,3.9667,179.011
-30.00480022,-51.20469305,3.5468,20.616
-30.07493866,-51.23393534,4.7475,199.269
-30.0434963,-51.20370986,1.6651,126.239
-30.02286843,-51.19218373,2.781,61.902
-30.00078845,-51.20483135,3.9634,18.164
-30.03036928,-51.17929501,3.7247,82.67
-30.03071487,-51.18411609,3.2594,82.297
-30.00448958,-51.21650869,3.3561,1.891
-30.04075513,-51.26010248,4.1429,260.551
-30.06033251,-51.25020679,4.2405,227.638
-30.07534654,-51.20149518,4.7868,161.034
-30.0669955,-51.1959105,4.1629,149.809
-30.01627722,-51.23490981,2.6334,320.882
-30.03718465,-51.17265657,4.3424,93.738
-30.06531919,-51.21314439,3.4391,172.741
-30.05666318,-51.25510652,4.3585,235.807
-30.03003334,-51.26030759,4.1388,277.112
-30.06244272,-51.21913768,3.0949,182.637
-30.06247142,-51.25520636,4.7588,229.424
-30.06217301,-51.22767314,3.2098,197.478
-30.00658072,-51.24897093,4.3404,315.983
-30.00119995,-51.25009229,4.8577,319.974
-30.0682448,-51.23810098,4.2235,207.769
-30.06617332,-51.23581964,3.9183,206.498
-30.05882058,-51.24402672,3.6979,223.35
-30.02518217,-51.26171984,4.3716,283.924
-29.9911193,-51.20685245,4.952,12.135
-30.06261051,-51.19224666,3.9572,141.817
-30.04054487,-51.18552239,3.1631,101.977
-30.00199824,-51.20038351,3.9944,24.619
-30.04266896,-51.25471587,3.678,255.951
-30.06941998,-51.21683386,3.8685,178.824
-30.05485898,-51.25236901,4.0278,236.063
-30.03737675,-51.18748086,2.9216,95.972
-30.05381163,-51.18851244,3.524,127.227
-30.05269688,-51.25414423,4.0461,240.243
-30.02398814,-51.2131335,1.2631,20.181
-30.00498701,-51.22909808,3.4781,341.53
-30.00245523,-51.22004225,3.5879,356.331
-30.04855939,-51.21858677,1.55,183.306
-30.00851394,-51.24740453,4.0811,315.41
-30.02907386,-51.2277028,1.1488,302.653
-30.01241262,-51.24989299,3.9689,308.535
-30.03456854,-51.1774851,3.8683,89.881
-30.0055197,-51.19318415,4.0064,36.043
-30.02606558,-51.17027553,4.6615,78.196
-30.02060642,-51.23102748,2.0239,320.495
-30.03950996,-51.21717117,0.5429,175.043
-30.06230162,-51.222808,3.1156,189.155
-30.05712716,-51.17859208,4.5166,123.624
-30.00636095,-51.2229366,3.187,350.821
-30.04874046,-51.20669083,1.8901,146.036
-30.0033192,-51.18956419,4.4116,37.836
-30.07347999,-51.23430935,4.6071,200.358
-30.0376406,-51.22805314,1.0548,251.597
-30.05348245,-51.24314065,3.2262,229.5
-30.03199906,-51.208089,0.9674,72.277
-30.05773997,-51.23513032,3.0704,213.217
-30.07818684,-51.22718539,4.9288,190.722
-30.04391836,-51.24985226,3.2669,251.591
-30.06767467,-51.18484498,4.8451,139.314
-30.02053172,-51.19856508,2.4178,49.511
-30.07229776,-51.20886226,4.2725,168.57
-30.06910813,-51.24400502,4.5963,213.488
-30.04171176,-51.22641033,1.1522,227.0
-30.00425345,-51.21913349,3.3836,357.593
-30.04417838,-51.22543675,1.298,215.238
-30.02531929,-51.2461985,2.9376,290.675
-30.04726567,-51.18579077,3.3741,114.588
-30.05956427,-51.18155161,4.4459,128.572
-30.00633961,-51.19409358,3.8812,35.789
-30.00572583,-51.22480993,3.2897,347.913
-30.01614288,-51.21228745,2.1222,14.108
-30.04910573,-51.20852449,1.8329,151.33
-30.04110432,-51.17257192,4.4003,99.405
-30.04715509,-51.21316462,1.4569,162.725
-30.00648227,-51.24612937,4.1631,318.799
-30.0484934,-51.23805099,2.4954,231.886
-30.03184484,-51.26300193,4.3774,274.072
-30.03074101,-51.20914832,0.9275,62.071
-30.02466488,-51.19017055,2.8704,67.251
-30.07460458,-51.19784512,4.8364,156.776
-30.04569132,-51.19475398,2.5244,119.124
-30.02644543,-51.21549246,0.9358,12.879
-30.06826071,-51.22656554,3.8358,192.916
-30.07570533,-51.23296515,4.7986,197.88
-30.03286503,-51.21912561,0.2434,324.519
-30.0743015,-51.23994967,4.905,205.94
-30.01056824,-51.17604317,4.8202,56.257
-30.00255036,-51.18338017,4.8624,42.769
-30.03463002,-51.20246664,1.4628,89.929
-30.00552428,-51.1860438,4.4455,43.234
-30.07460393,-51.2279857,4.5541,192.607
-30.04613306,-51.20734279,1.6182,142.139
-30.05235126,-51.20385165,2.3759,145.981
-30.028834,-51.21037748,0.9537,47.319
-30.04202803,-51.26848538,4.9624,260.465
-30.06232148,-51.20812898,3.2119,163.405
-30.02686464,-51.18054436,3.6772,76.394
-30.07959421,-51.217052,4.9996,179.331
-29.99508479,-51.2218929,4.4192,354.704
-30.04395234,-51.2652636,4.6991,257.264
-30.00496787,-51.21623245,3.304,2.382
-30.04539303,-51.22093875,1.2363,194.802
-30.04720502,-51.19147243,2.8824,118.992
-30.04116582,-51.17778195,3.9075,100.703
-30.0293714,-51.19948123,1.8461,71.471
-30.06346534,-51.19692452,3.7761,148.092
-30.04181067,-51.2570711,3.8777,258.133
-30.05023887,-51.23510054,2.4141,224.076
-30.05295999,-51.18877099,3.4474,126.224
-30.05244577,-51.22698208,2.1737,204.39
-30.01952531,-51.22075898,1.7082,349.933
-30.02646307,-51.21547993,0.9341,12.978
-30.07663806,-51.21385454,4.6848,175.518
-30.03660515,-51.25437022,3.5417,266.465
-30.02360408,-51.17639655,4.1589,72.833
-30.00060074,-51.18387742,4.9925,40.675
-30.0102865,-51.18111405,4.4415,52.416
-30.07083139,-51.20690599,4.1556,165.578
-30.06764257,-51.22295473,3.7052,187.909
-30.07025394,-51.20460735,4.155,162.401
-30.03699659,-51.24783084,2.917,264.853
-30.06953093,-51.18789115,4.8236,143.557
-30.06203188,-51.21107765,3.1111,168.251
-30.02433584,-51.20905257,1.415,35.853
-30.06728407,-51.18225283,4.9796,136.811
-30.07046027,-51.20170238,4.2693,158.915
-29.99524932,-51.21120749,4.4259,8.071
-30.00783915,-51.25765397,4.871,307.735
-29.99321499,-51.2136163,4.6248,4.83
-30.06638364,-51.1976051,4.0234,151.329
-30.06607728,-51.19737563,4.0043,150.818
-30.00113231,-51.22145086,3.7456,354.403
-30.05513939,-51.19932061,2.8831,142.242
-30.04677282,-51.2076686,1.6566,144.507
-30.0097207,-51.22734134,2.9251,341.408
-30.03040721,-51.25187814,3.3287,278.136
-30.01412854,-51.17464044,4.7297,61.16
-30.06203069,-51.22978085,3.2617,200.964
-30.0036026,-51.24238587,4.1945,325.401
-30.07744115,-51.23182869,4.9515,195.989
-30.05172881,-51.25353681,3.9425,241.181
-30.00661567,-51.21732058,3.118,0.598
-30.04656072,-51.22063496,1.3557,192.203
-30.04608357,-51.20713413,1.6263,141.461
-30.04113375,-51.19779697,2.044,110.675
-30.03107502,-51.2336226,1.5878,284.487
-30.04601424,-51.25467204,3.7815,250.458
-30.06242071,-51.19542677,3.7582,145.288
-30.03455578,-51.21062847,0.677,89.142
-30.02383955,-51.24719297,3.0877,292.905
-30.03266989,-51.26007223,4.09,273.072
-30.01096618,-51.25960275,4.8222,303.097
-30.04398197,-51.22020879,1.0669,193.306
-30.05966266,-51.25768841,4.7535,234.163
-30.04158457,-51.21636664,0.7816,170.843
-30.03190816,-51.21460222,0.4236,44.01
-30.01959977,-51.18306631,3.728,63.333
-30.06867888,-51.24200313,4.4521,211.759
-30.05465989,-51.22633933,2.3777,200.578
-30.02663245,-51.21674829,0.8957,5.615
-30.05606939,-51.23617195,2.9757,216.795
-30.04524971,-51.26051115,4.2913,254.039
-30.01007903,-51.20896948,2.8579,17.028
-30.0045873,-51.21678785,3.3445,1.437
-30.010851,-51.20902564,2.7742,17.44
-30.06355608,-51.2331063,3.5427,204.819
-30.04208508,-51.25745683,3.9204,257.808
-30.03152967,-51.20818753,0.9757,69.185
-30.01863604,-51.19509983,2.809,50.662
-30.07117501,-51.24203618,4.692,210.007
-30.01766564,-51.26309605,4.7659,293.337
-30.03953495,-51.24244836,2.4481,257.163
-30.04776623,-51.19082785,2.967,119.466
-30.05026633,-51.23414341,2.3532,222.412
-29.99169173,-51.22215253,4.7973,354.822
-30.04132349,-51.26787905,4.8923,261.257
-30.05341803,-51.18583888,3.7074,124.282
-30.05887001,-51.23100554,2.985,205.496
-30.0000551,-51.20736181,3.9733,14.455
-30.0522143,-51.25141665,3.7924,238.979
-30.0656827,-51.238158,3.9763,209.753
-30.05574724,-51.26198648,4.8707,241.183
-30.03197746,-51.19196556,2.4918,83.162
-30.02037698,-51.17790971,4.1438,67.488
-30.03680744,-51.24121034,2.2805,263.946
-30.04844249,-51.24540241,3.0806,240.12
-30.01904974,-51.20735485,1.9985,29.769
-30.06904449,-51.21514414,3.8335,176.38
-30.00930695,-51.25534257,4.595,307.825
-30.04618079,-51.18826417,3.1074,114.391
-30.02107709,-51.24780217,3.2717,297.465
-30.07447642,-51.21914296,4.4324,181.847
-30.03233494,-51.20458209,1.2851,78.46
-30.05145559,-51.20554879,2.2033,148.053
-30.03506026,-51.25916386,3.9969,269.331
-30.01497912,-51.21558933,2.1967,5.205
-30.01742408,-51.21391713,1.9492,10.652
-30.01757847,-51.1811804,3.993,61.62
-30.04246339,-51.21127184,1.0649,144.728
-30.05873133,-51.26042534,4.9123,236.942
-30.04854904,-51.19957855,2.3284,131.617
-30.01094349,-51.24016926,3.4133,320.565
-30.02085829,-51.23057835,1.9749,320.947
-30.02460753,-51.1857063,3.2732,70.061
-30.06151562,-51.17944692,4.7398,129.097
-30.07706118,-51.22422123,4.7597,187.626
-30.06751143,-51.20168697,3.9656,157.19
-30.03662125,-51.24414265,2.5596,265.072
-29.99864562,-51.20223785,4.2708,20.353
-30.00032913,-51.21660965,3.8184,1.516
-30.04000976,-51.20765215,1.1332,121.763
-30.0670264,-51.22037851,3.6109,184.158
-30.07350916,-51.21626519,4.3246,178.223
-30.05515563,-51.26261124,4.8924,242.198
-30.06156373,-51.23662122,3.5066,211.371
-30.0567747,-51.23728497,3.1029,217.512
-30.07444829,-51.1984127,4.799,157.294
-29.9939049,-51.22550763,4.5942,350.527
-30.03988424,-51.17367305,4.2752,97.842
-30.06608837,-51.24689578,4.4892,218.824
-30.02112025,-51.19308479,2.8042,57.558
-30.04013153,-51.1969291,2.0871,106.999
-30.03381251,-51.19964171,1.7373,86.942
-29.99160284,-51.20747717,4.887,11.577
-30.01325311,-51.23644041,2.989,322.757
-30.01526163,-51.17740842,4.4354,60.924
-30.07664118,-51.22728151,4.7618,191.216
-30.02409939,-51.18015107,3.7976,72.015
-30.0412541,-51.23472108,1.7998,245.897
-30.05557165,-51.2014497,2.8022,146.161
-30.0582646,-51.19836657,3.2172,144.742
-30.04743556,-51.21174198,1.5322,158.176
-29.99983665,-51.23945205,4.4041,331.533
-30.03271911,-51.24213635,2.3668,275.192
-30.00155782,-51.2042256,3.9011,19.37
-30.03114781,-51.25122645,3.2557,276.858
-30.00880521,-51.25478606,4.5876,308.786
-30.05837435,-51.22506094,2.7336,195.111
-30.00332602,-51.20551451,3.6748,18.561
-30.06355217,-51.22647971,3.3253,194.795
-30.04896246,-51.22890845,1.9258,214.225
-30.02458513,-51.20295843,1.8045,51.673
-30.0459803,-51.25433368,3.7495,250.346
-30.04141392,-51.24722901,2.9451,255.186
-30.04816439,-51.25848537,4.2087,249.06
-30.01074752,-51.18489586,4.1257,49.893
-30.07430938,-51.24096111,4.9491,206.949
-30.00926772,-51.21504893,2.834,5.088
-30.0477014,-51.17488892,4.3665,109.433
-30.05722576,-51.17496048,4.8173,121.431
-30.04226044,-51.19758662,2.11,113.666
-30.05350251,-51.24172512,3.1253,227.847
-30.02709826,-51.21307829,0.9484,27.713
-30.07587702,-51.21944582,4.5891,182.148
-30.00397094,-51.22487643,3.4821,348.483
-29.99945099,-51.18992272,4.7392,34.314
-30.02328311,-51.19584775,2.4513,58.966
-30.03128781,-51.23622541,1.8265,281.8
-30.02814372,-51.22295008,0.8848,324.836
-30.03804287,-51.2678474,4.8474,265.519
-30.05237268,-51.24128091,3.01,229.074
-30.02445699,-51.23104455,1.7165,311.321
-30.0046983,-51.21137289,3.3856,10.301
-30.00539065,-51.20299854,3.5472,23.458
-30.01810034,-51.25988793,4.4637,294.339
-30.03611749,-51.21741451,0.1652,171.829
-30.03085511,-51.25530945,3.65,276.626
-30.02747546,-51.18413436,3.3253,76.129
-30.04577956,-51.17572112,4.2235,107.058
-30.04029565,-51.25787483,3.923,260.774
-30.03044151,-51.18606103,3.0784,81.268
-30.02454734,-51.24195902,2.5957,295.638
-30.02611325,-51.17084911,4.6064,78.12
-30.0590207,-51.20452591,2.9913,154.999
-30.06642192,-51.19775253,4.0204,151.536
-30.00892002,-51.24279499,3.7481,319.764
-29.99374357,-51.2133433,4.5685,5.22
-30.05498101,-51.20488952,2.5742,151.475
-30.00930223,-51.20214611,3.1904,27.924
-30.00502479,-51.2364938,3.7611,331.16
-30.01382581,-51.22556915,2.438,341.789
-30.03025191,-51.19380936,2.348,77.989
-30.01414817,-51.25793701,4.4994,300.437
-30.02756004,-51.22829737,1.2926,307.573
-30.00372147,-51.23793927,3.9556,330.406
-30.02425683,-51.26808106,4.9911,283.375
-30.02927007,-51.1973856,2.0417,72.972
-30.0056011,-51.21050487,3.3033,12.039
-30.03859316,-51.231233,1.3788,251.435
-30.03584078,-51.19316129,2.3626,93.228
-30.01562261,-51.23674893,2.8031,319.011
-30.02839064,-51.22201883,0.8127,328.893
-30.03523115,-51.21890221,0.1363,241.525
-30.05224382,-51.22985777,2.2826,210.966
-30.0687195,-51.24986142,4.8964,219.278
-30.02980344,-51.17765741,3.8893,82.048
-30.05531359,-51.24818572,3.7313,231.965
-30.00055655,-51.21015882,3.8599,10.787
-30.03776366,-51.22134846,0.4964,225.707
-30.05701757,-51.22834928,2.6927,202.471
-30.0025353,-51.2018172,3.8839,23.133
-30.01200201,-51.1764475,4.7005,57.609
-30.00403283,-51.22184685,3.4289,353.243
-30.06196109,-51.189354,4.0811,138.115
-29.99702406,-51.232491,4.4218,341.148
-30.01676669,-51.24739682,3.4866,304.771
-30.0165809,-51.25547532,4.1594,298.879
-30.05877011,-51.25759244,4.6885,235.081
-30.04977843,-51.22919125,2.0163,213.414
-30.05756793,-51.21603602,2.5542,176.494
-30.00236109,-51.22639577,3.6883,346.81
-30.02733689,-51.19366251,2.4496,70.62
-30.02149924,-51.17602114,4.2679,69.972
-30.02990006,-51.23323204,1.5899,289.392
-30.03699201,-51.23722788,1.9023,262.115
-30.03423838,-51.17711576,3.9042,89.343
-30.02487026,-51.25017761,3.3149,289.142
-29.9970987,-51.22729216,4.2782,347.472
-30.04186271,-51.19086514,2.7018,107.287
-30.03226922,-51.24423916,2.5732,275.893
-30.00234678,-51.21947722,3.5969,357.208
-30.05077735,-51.23426934,2.4035,221.711
-30.02978769,-51.22118902,0.6385,327.829
-30.04157915,-51.26496703,4.62,260.381
-30.01877816,-51.19513762,2.7962,50.865
-30.06952063,-51.23291426,4.1476,200.736
-30.00277886,-51.22597767,3.634,347.261
-30.03024771,-51.20675671,1.1582,65.011
-30.0074752,-51.20402204,3.2952,23.49
-30.03484253,-51.18453989,3.1891,90.399
-30.00886782,-51.22517363,2.9573,345.832
-30.07038209,-51.2355237,4.3309,203.395
-30.02466008,-51.2541366,3.6842,287.539
-30.00629064,-51.17845992,4.9192,50.131
-30.02232193,-51.2047945,1.8477,42.105
-30.02584632,-51.17353624,4.3601,77.037
-30.07762624,-51.20692798,4.8908,167.809
-30.06821957,-51.23549669,4.1101,204.694
-30.05100915,-51.19249185,3.0304,126.915
-30.01206553,-51.25150481,4.1149,307.608
-30.05564862,-51.26000423,4.6989,240.179
-30.0683285,-51.2515185,4.966,221.02
-30.00218232,-51.24259851,4.3368,326.363
-30.07154007,-51.23925082,4.6,206.861
-30.01287812,-51.26070542,4.8008,300.277
-30.02580008,-51.19022979,2.8186,69.574
-30.00573227,-51.18236693,4.6792,46.591
-30.03468871,-51.22269354,0.4849,269.452
-30.06000206,-51.2297902,3.0525,202.495
-30.03884168,-51.19910825,1.8461,104.643
-30.00766032,-51.22349544,3.0538,349.391
-30.00866102,-51.18959762,3.9569,43.082
-30.04242313,-51.25306089,3.5168,255.754
-30.06642392,-51.19209283,4.307,145.153
-30.04012029,-51.17402488,4.2453,98.255
-30.02268285,-51.22559101,1.5344,330.141
-30.00594663,-51.24546817,4.1669,319.997
-29.99853535,-51.24584283,4.8478,325.942
-30.02601415,-51.1948209,2.3996,66.418
-30.00224394,-51.20383386,3.8421,20.278
-30.0182302,-51.17089343,4.8595,67.941
-30.00869291,-51.22952773,3.1049,338.395
-30.04539502,-51.22133951,1.2469,196.514
-30.01752591,-51.25535452,4.0993,297.672
-30.00855763,-51.24311313,3.7987,319.803
-30.06432895,-51.20806327,3.4282,164.37
-30.01840446,-51.24709476,3.3614,302.503
-30.04833997,-51.22013324,1.5415,188.892
-30.05090478,-51.20506969,2.1769,146.169
-30.06389675,-51.22126833,3.2718,186.097
-30.04229561,-51.25853606,4.0269,257.794
-30.00779613,-51.22005764,2.9955,355.575
-30.0087204,-51.23298139,3.2394,332.896
-30.05239437,-51.17202184,4.817,114.203
-30.06069503,-51.20897847,3.0153,163.912
-30.01654462,-51.24039175,2.9743,312.6
-30.02470954,-51.22708453,1.4303,320.604
-30.07416333,-51.20474543,4.5677,164.21
-30.05392834,-51.17315419,4.7917,116.599
-30.00397449,-51.22381851,3.4628,350.134
-30.04718945,-51.21867693,1.3985,184.021
-30.05193008,-51.18174895,3.9559,119.083
-30.05864531,-51.24318238,3.6282,222.628
-30.05601693,-51.22446985,2.4657,195.423
-30.03448869,-51.23531784,1.7005,270.589
-30.00325266,-51.2267502,3.6,345.921
-30.05141664,-51.19345388,2.985,128.678
